Property Type,Status,Curr List Price,Street Name,Street Type,Zip,County,Area,Baths,Beds,SqFt,Fin SqFt,Total SqFt,PSF,PSF Fin,Car Storage,Spaces,Description,Bsmt Size,Bsmt SqFt,Upper Beds,Fireplaces,Type,Near By,Style,Construction,Roofing,Year Built,Elementary,Junior High,Senior High,School District,Zoned,Terms,Addl Terms,Earnest Ck To,Min Earnest,Possession,Exclusions,Buyers Agency,Trans Br,Var Comm,LTD Srvc,Exclusive Agency,Legal,Taxes,EW Direction,EW#,NS Direction,NS#,Heat,Sewer,Water,Acres,Lot Size,Curr DOM,Total DOM,Orig List Price,Name,Listing Office,Sold Price,Concession Amt,Seller Type,Entered By,Entered Where,Internet Ads,Photo Count,Latitude,Longitude
Res,S,269900,HYACINTH,Pl,80129,DOUG,DHL,3,4,1387,1787,1807,189.62,147.17,Garage,2,"Air Cond-Central,Cable Available,Covered Patio,Dog Run,Dryer,Disposal,Dishwasher,Eating Sp/Kit,Fence,Garage Dr,Mstr Bathroom,Microwave Oven,Newer Carpet,Newer Paint,Park Addl Off St,Pool Community,Patio,Refrigerator,Smoke Alarm,Stove/Range/Ovn,Vaulted Ceiling,Washer,Wood Floors,Walk-In Closets",Partial,420,3,1,Detach Singl Fam,,Tri-Lvl w/Bsmt,Frame,Composition,1995,Coyote Creek             ,Ranch View               ,Thunderridge             ,DOR1,PDU,"Conventional,FHA,VA,Cash",,1st American,2500,,Negotiable,2.8,2.8,Yes,No,Excl Right,LOT 187 HIGHLANDS RANCH 110G .113 AM/L,1734,West,0,South,0,"Forced Air, Gas",,Public,0.11,4791,0,0,269900,BRIAN PETRELLI,MB THE BRIAN PETRELLI TEAM,263000,0,Individual,bp,BO,Yes,20,39.526087,-105.018433
Res,S,250000,BRIARHOLLOW,Ln,80129,DOUG,DHL,4,3,1541,2000,2021,162.23,125,"Garage,Attached",2,"Air Cond-Central,Buyer's Warranty,Ceiling Fan,Cable Installed,Dbl Pane Wndw,Dog Run,Disposal,Dishwasher,Eating Sp/Kit,Formal Dining,Fence,Gas Logs,Great Room,Kitchen Island,Mstr Bathroom,Media Room,Master Suite,Pool Community,Patio,Quick Poss,Refrigerator,Self-Clean Oven,Sprinkler,Wndw Cover",Partial,480,3,1,Detach Singl Fam,,Two Story,Frame,Composition,1997,Saddle Ranch             ,Ranch View               ,Thunderridge             ,DOR1,PDU,"Conventional,FHA,VA,Cash",,Heritage Title,10000,NEGO,WASHER & DRYER,2.8,2.8,No,No,Excl Right,LOT 159 HIGHLANDS RANCH #118-F. 0.112 AM/L,1904,West,1500,South,9900,"Forced Air, Gas",Public,Public,0.11,4791,3,3,250000,JAN SELINFREUND,COLDWELL BANKER RESIDENTIAL 26,250000,500,Individual,DB,BO,Yes,16,39.5318,-105.006908
Res,S,240000,BRIARHOLLOW,Ln,80129,DOUG,DHL,2,2,1320,1320,1320,186.17,186.17,"Garage,Attached",2,"Air Cond-Central,Ceiling Fan,Cook Top,Deck,Dishwasher,Fence,Humidifier,Microwave Oven,Newer Carpet,Newer Paint,Sprinkler,Stove/Range/Ovn,Sump Pump,Water Purifier,Water Softener",None,790.28,1,1,Detach Singl Fam,,Tri-Level,Frame,Other,1996,Saddle Ranch             ,Ranch View               ,Thunderridge             ,DOR1,PDU,"Conventional,FHA,VA,Cash",,First American Title,2500,DOD,"washer/dryer/fringe,drapes living rm/Curtain rods/patio curtain & rod/mstr bath mirror",2.8,2.8,No,No,Excl Right,LOT 145 HIGHLANDS RANCH # 118-F 0.117 AM/L,1675,West,1400,South,10294,"Forced Air, Gas",,Public,0.11,4791,6,6,240000,JAKE GIENGER,Keller Williams DTC,245750,1250,Individual,WQ,BO,Yes,25,39.532932,-105.005109
Res,S,305000,SPOTTED OWL,Ave,80129,DOUG,DHL,4,4,1556,2269,2269,196.02,134.42,"Garage,Attached",2,"Air Cond-Central,Ceiling Fan,Deck,Double Oven,Disposal,Dishwasher,Fence,Hot Tub,Microwave Oven,Newer Carpet,Newer Paint,Satellite Ant,Security Entry,Sprinkler",Full,713,3,1,Detach Singl Fam,,Two Story,Frame,Composition,1996,Saddle Ranch             ,Ranch View               ,Thunderridge             ,DOR1,PDU,"Conventional,Cash",,First American Title,3000,DOD,"Refrigerator, Washer, Dryer",2.8,2.8,No,No,Excl Right,LOT 38 HIGHLANDS RANCH #118-B. 0.100 AM/L,2080,West,1600,South,10240,"Forced Air, Gas",,Public,0.1,4356,5,5,305000,Keith Alba,Keller Williams Advantage Realty LLC,305000,3000,Individual,KM,BO,Yes,25,39.532671,-105.005025
Res,S,290000,SPOTTED OWL,Ave,80129,DOUG,DHL,3,3,1483,1869,1915,196.56,155.97,"Garage,Attached",2,"Air Cond-Central,Attic Fan,Ceiling Fan,Cook Top,Dryer,Dishwasher,Fence,Microwave Oven,Newer Paint,Patio,Refrigerator,Sprinkler,Washer,Water Softener",Partial,432,3,1,Detach Singl Fam,,Two Story,Frame,Composition,1997,Saddle Ranch             ,Ranch View               ,Thunderridge             ,DOR1,PDU,"Conventional,FHA,VA,Cash",,First American Title,3000,DOD,Washer/Dryer/Fridge,2.8,2.8,No,No,Excl Right,LOT 97 HIGHLANDS RANCH #118-B. 0.101 AM/L,1950,West,1600,South,10700,"Forced Air, Gas",,Public,0.1,4356,2,2,290000,JAKE GIENGER,KELLER WILLIAMS DTC,291500,0,Individual,WQ,BO,Yes,25,39.531023,-105.004477
Res,S,289900,BRAEWOOD,Ave,80129,DOUG,DHL,3,2,1619,1619,2112,177.27,177.27,"Garage,Attached",2,"Air Cond-Central,Ceiling Fan,Dryer,Disposal,Dishwasher,Formal Dining,Fence,Fireplace Insert,Garage Dr,High Spd Access,Landscaped Pro,Mstr Bathroom,Master Suite,Patio,Quick Poss,Refrigerator,Smoke Alarm,Self-Clean Oven,Sprinkler,Stove/Range/Ovn,Washer,Wood Floors",Partial,493,2,1,Detach Singl Fam,,Two Story,Frame,Composition,1996,Eldorado                 ,Ranch View               ,Thunderridge             ,DOR1,PDU,"Conventional,FHA,VA,Cash",,ASSURED TITLE,4000,3 DAYS AFTER CLOSING,5 WALL SCONCES EXCLUDED. WASHER AND DRYER NEGOT.,2.8,2.8,Yes,No,Excl Right,LOT 153 HIGHLANDS RANCH #121-A. 0.105 AM/L,2049,West,1000,South,9700,"Forced Air, Gas",Public,Public,0.174,4356,9,9,289900,LINDA MOORE,PRUDENTIAL R.E. OF THE ROCKIES,287000,0,Individual,LM,BO,Yes,20,39.54107,-105.00527
Res,S,289000,SPOTTED OWL,Way,80129,DOUG,DHL,3,3,1556,1906,1906,181.88,148.48,"Garage,Attached,Oversized",2,"Air Cond-Central,Attic Fan,Ceiling Fan,Cable Installed,Compactor,Cook Top,Cul-De-Sac,Double Oven,Dryer,Disposal,Dishwasher,High Spd Access,Landscaped Pro,Microwave Oven,Newer Carpet,Newer Paint,Patio,Refrigerator,Sprinkler,Stove/Range/Ovn,Sump Pump,Vaulted Ceiling,Washer",Full,350,3,1,Detach Singl Fam,,Two Story,Frame,Composition,1996,Saddle Ranch             ,Ranch View               ,Thunderridge             ,DOR1,PDU,"Conventional,Cash",,First American Title,3000,DOD,"Fridge, washer,dryer",2.8,2.8,No,No,Excl Right,LOT 56 HIGHLANDS RANCH #118-B. 0.105 AM/L,1997,West,1600,South,10294,"Forced Air, Gas",,Public,0.1,4356,40,40,299900,Keith Alba,Keller Williams Advantage Realty LLC,283000,0,Individual,KM,BO,Yes,25,39.531067,-105.005686
Res,S,275000,HYACINTH,St,80129,DOUG,DHL,3,3,1488,1488,2064,188.17,188.17,"Garage,Attached",2,"Air Cond-Central,Ceiling Fan,Dbl Pane Wndw,Dog Run,Disposal,Dishwasher,Eating Sp/Kit,Fence,Garage Dr,Gas Logs,Landscaped Pro,Mstr Bathroom,Microwave Oven,Newer Carpet,Newer Paint,Pool Community,Patio,Quick Poss,Refrigerator,Smoke Alarm,Self-Clean Oven,Smoke Free,Sprinkler,Stove/Range/Ovn,Tile Floor,Wndw Cover,Walk-In Closets",Partial,576,3,1,Detach Singl Fam,,Two Story,Frame,Composition,1994,Coyote Creek             ,Ranch View               ,Thunderridge             ,DOR1,PDU,"Conventional,FHA,VA,Cash",,Colorado Escrow and Title,2500,Negotiable,"Washer, Dryer, Curtains in both secondary bedrooms, tie and belt rack in closet",2.8,2.8,Yes,No,Excl Right,LOT 138 HIGHLANDS RANCH 110F .10 AM/L,1673,West,2400,South,10602,"Forced Air, Gas",Public,Public,0.1,4356,2,2,275000,DAN PARK,Keller Williams Real Estate LLC,280000,0,Individual,DP,BO,Yes,16,39.52527,-105.018
Res,S,279900,LAURENWOOD,Way,80129,DOUG,DHL,3,3,1619,1619,2112,169.86,169.86,"Garage,Attached",2,"Air Cond-Central,Cable Available,Ceiling Fan,Cul-De-Sac,Dbl Pane Wndw,Double Oven,Dryer,Disposal,Dishwasher,Formal Dining,Fence,Garden Area,Garage Dr,Gas Logs,Humidifier,Mstr Bathroom,Master Suite,Newer Carpet,Pool Community,Pet Free,Quick Poss,Refrigerator,Self-Clean Oven,Stove/Range/Ovn,Sump Pump,Washer,Wndw Cover,Walk-In Closets,W/W Carpet",Full,493,3,2,Detach Singl Fam,,Two Story,Stucco,Composition,1997,Eldorado                 ,Ranch View               ,Thunderridge             ,DOR1,PDU,"Conventional,FHA,VA,Cash",,"RE/MAX MASTERS, INC",3000,NEGOTIABLE,OWNERS PERSONAL PROPERTY,2.8,2.8,No,No,Excl Right,LOT 91 HIGHLANDS RANCH #121-A. 0.074 AM/L,1775,West,1200,South,9700,"Forced Air, Gas",Public,Public,0.174,4356,7,7,279900,Marilyn Brath,RE/MAX MASTERS INC,275000,0,Individual,SB,BO,Yes,3,39.543302,-105.002991
Res,S,270000,CASTLE RIDGE,Cir,80129,DOUG,DHL,3,3,1389,1767,1809,194.38,152.8,"Garage,Attached",2,"Air Cond-Central,Deck,Dryer,Disposal,Dishwasher,Eating Sp/Kit,Fence,Kitchen Island,Mstr Bathroom,Pool Community,Washer,W/W Carpet",Partial,420,3,0,Detach Singl Fam,,Front/Back 4L,Frame,Composition,1996,Trailblazer              ,Ranch View               ,Thunderridge             ,DOR1,PDU,"Conventional,FHA,VA,Cash",,Land Title,3000,72 hours after delivery of deed and funding,None,2.8,2.8,No,No,Excl Right,LOT 397 HIGHLANDS RANCH #111-B0.107 AM/L,1730,West,2400,South,9669,"Forced Air, Gas",Public,Public,0.1,4356,27,27,285000,Erica Chouinard,THE KENTWOOD COMPANY,270000,0,Individual,EC,BO,Yes,20,39.53855,-105.015433
Res,S,262000,HYACINTH,Pl,80129,DOUG,DHL,3,3,1687,1687,2151,157.38,157.38,"Garage,Attached",2,"Air Cond-Central,Cable Available,Ceiling Fan,Dryer,Disposal,Dishwasher,Fence,Garage Dr,Great Room,Kitchen Island,Mstr Bathroom,Microwave Oven,Master Suite,Newer Paint,Refrigerator,Smoke Alarm,Smoke Free,Sprinkler,Tenant Occupied,Vaulted Ceiling,Washer,Wood Floors",Partial,464,3,1,Detach Singl Fam,,Two Story,Frame,Composition,1995,Coyote Creek             ,Ranch View               ,Thunderridge             ,DOR1,PDU,"Conventional,FHA,VA,Cash",,LAND TITLE GUARANTEE CO,3000,TBD,PERSONAL PROPERTY,2.8,2.5,No,No,Excl Right,LOT 177 HIGHLANDS RANCH 110G .103 AM/L,1758,West,2400,South,10400,"Forced Air, Gas",Public,Public,0.1,4356,4,4,262000,JASON REYNOLDS,BRC  REAL ESTATE,265500,0,Individual,JR,BO,Yes,14,39.527377,-105.018611
Res,S,265000,RIDDLEWOOD,Ln,80129,DOUG,DHL,2,3,1401,1401,1821,189.15,189.15,"Garage,Attached",2,"Air Cond-Central,Buyer's Warranty,Cable Available,Ceiling Fan,Dbl Pane Wndw,Deck,Dryer,Disposal,Dishwasher,Eating Sp/Kit,Fence,Garage Dr,Gas Logs,Kitchen Island,Landscaped Pro,Mstr Bathroom,Microwave Oven,Master Suite,Pool Community,Patio,Refrigerator,Smoke Alarm,Self-Clean Oven,Sprinkler,Stove/Range/Ovn,Vaulted Ceiling,Washer,Wndw Cover,Walk-In Closets,W/W Carpet",Partial,420,3,1,Detach Singl Fam,,Tri-Lvl w/Bsmt,Frame,Composition,2000,Eldorado                 ,Ranch View               ,Thunderridge             ,DOR1,PDU,"Conventional,FHA,VA,Cash",,Heritage Title Company,2500,72 hours after closing,MIRROR IN MAIN BATH,2.8,2.8,No,No,Excl Right,LOT 521 HIGHLANDS RANCH # 121-B 0.106 AM/L,1818,West,1000,South,9900,"Forced Air, Gas",Public,Public,0.1,4356,3,3,265000,BECKY BERZINS,"THE DENVER 100, LLC",265000,0,Individual,BP,BO,Yes,25,39.536996,-105.0014
Res,S,265000,TIMBERVALE,Trl,80129,DOUG,DHL,3,3,1397,1775,1817,185.4,145.92,"Garage,Attached",2,"Air Cond-Central,Cable Available,Ceiling Fan,Cable Installed,Covered Patio,Dbl Pane Wndw,Deck,Disposal,Dishwasher,Eating Sp/Kit,Fence,Fireplace Insert,Garden Area,Gas Logs,High Spd Access,Kitchen Island,Landscaped Pro,Mstr Bathroom,Microwave Oven,Newer Carpet,Newer Paint,Pool Community,Pet Free,Quick Poss,Refrigerator,Self-Clean Oven,Smoke Free,Sprinkler,Stove/Range/Ovn,Vaulted Ceiling,View Mountains,Wood Floors,Walk-In Closets,W/W Carpet",Partial,420,3,1,Detach Singl Fam,,Two Story,Frame,Composition,1998,Eldorado                 ,Ranch View               ,Thunderridge             ,DOR1,PDU,"Conventional,FHA,VA,Cash",,GUARDIAN TITLE,2500,After delivery of deed,WASHER & DRYER--negotiable,2.8,2.8,No,No,Excl Agency,LOT 258 HIGHLANDS RANCH #121-B. 0.107 AM/L,1870,West,1000,South,9200,"Forced Air, Gas",Public,Public,0.1,4356,17,17,265000,SWAN REALTOR GROUP,COLDWELL BANKER RESIDENTIAL 26,259000,0,Individual,DB,BO,Yes,16,39.538102,-105.001202
Res,S,255000,CASTLE RIDGE,Cir,80129,DOUG,DHL,2,3,1387,1387,1807,184.57,184.57,"Garage,Attached",2,"Air Cond-Central,Burglar Alarm,Ceiling Fan,Cable Installed,Cook Top,Dbl Pane Wndw,Disposal,Dishwasher,Eating Sp/Kit,Fence,Kitchen Island,Microwave Oven,Newer Paint,Pool Community,Patio,Quick Poss,Refrigerator,Remodeled,Smoke Alarm,Smoke Free,Sprinkler,Updated,Wndw Cover,Wood Floors,Walk-In Closets,W/W Carpet",Partial,420,3,1,Detach Singl Fam,,Two Story,Frame,Composition,1995,Trailblazer              ,Ranch View               ,Thunderridge             ,DOR1,PDU,"Conventional,FHA,Cash",,LAND TITLE,2500,NEGOTIABLE,NONE,2.8,2.8,Yes,No,Excl Right,LOT 395 HIGHLANDS RANCH #111-B 0.103 AM/L,1716,West,2500,South,9677,"Forced Air, Gas",Public,Public,0.1,4356,2,2,255000,CARI GALLO,RE/MAX LEADERS,256000,2750,Individual,cg,BO,Yes,22,39.53835297,-105.015625
Res,S,237900,WHITECLIFF,Pl,80129,DOUG,DHL,3,3,1387,1767,1807,172.31,135.26,"Garage,Attached",2,"Burglar Alarm,Cable Available,Dbl Pane Wndw,Dryer,Disposal,Dishwasher,Eating Sp/Kit,Fence,Garage Dr,Gas Logs,Kitchen Island,Mstr Bathroom,Microwave Oven,Newer Carpet,Newer Paint,Patio,Refrigerator,Smoke Alarm,Self-Clean Oven,Sprinkler,Stove/Range/Ovn,Tile Floor,Utility Shed,Vaulted Ceiling,Washer,Wndw Cover,Walk-In Closets,W/W Carpet",Partial,420,3,1,Detach Singl Fam,,Tri-Lvl w/Bsmt,Frame,Composition,1996,Trailblazer              ,Ranch View               ,Thunderridge             ,DOR1,PDU,"Conventional,FHA,VA,Cash",,Fidelity National Title,2500,3 DAYS AFTER DOD AND FUNDING,Personal Property,2.8,2.8,No,No,Excl Right,LOT 464 HIGHLANDS RANCH #111-B 0.103 AM/L,1679,West,2400,South,9700,"Forced Air, Gas",Public,Public,0.1,4356,29,29,239900,RICH KLATT,STERLING REAL ESTATE GROUP INC,239000,0,Individual,rk,BO,Yes,14,39.53836,-105.01608
Res,U,279900,ROSEWALK,Ct,80129,DOUG,DHL,3,4,1569,2369,2471,178.39,118.15,Garage,2,"Cable Installed,Dbl Pane Wndw,Deck,Disposal,Dishwasher,Eating Sp/Kit,Formal Dining,Fence,Garage Dr,Mstr Bathroom,Microwave Oven,Master Suite,Newer Carpet,Newer Paint,Pool Community,Quick Poss,Refrigerator,Remodeled,Self-Clean Oven,Smoke Free,Stove/Range/Ovn,Updated,Utility Shed,Vaulted Ceiling,W/W Carpet",Full,902,3,0,Detach Singl Fam,,Two Story,Frame/Brick,Composition,1989,Coyote Creek             ,Ranch View               ,Thunderridge             ,DOR1,PDU,"Conventional,FHA,VA,Cash",,MERIDIAN TITLE & ESCROW,2500,UPON DELIVERY OF DEED,"NONE, UTILITY SHED INCLUDED AS IS (SELLER WILL REMOVE IF BUYERS DONT CARE FOR IT)",2.8,2.8,No,No,Excl Right,LOT 44 HIGHLANDS RANCH #78A 4751 SQ FT 0.109 AM/L,1833,West,3000,South,9900,"Forced Air, Gas",Public,Public,0.1,4356,6,6,279900,MARGO DONAGHUE,METRO BROKERS REALTY OASIS,336807.13,1663.02,Individual,MD,BO,Yes,12,39.53745,-105.033732
Res,S,285000,Savannah Sparrow,Dr,80129,DOUG,DHL,2,3,1640,1640,2088,173.78,173.78,"Garage,Attached",2,"Air Cond-Central,Backs to Greenbt,Backs to Open Sp,Cable Installed,Dbl Pane Wndw,Deck,Dryer,Disposal,Dishwasher,Fence,Loft,Microwave Oven,Master Suite,Refrigerator,Smoke Alarm,Self-Clean Oven,Sprinkler,Stove/Range/Ovn,Sump Pump,Tile Floor,View Mountains,Washer,Walk-In Closets",Partial,448,3,1,Detach Singl Fam,,Two Story,Frame,Concrete Tile,1996,Saddle Ranch             ,Ranch View               ,Thunderridge             ,DOR1,RES,"Conventional,FHA,VA,Cash",,First American Title Insurance Co,3000,Delivery of Deed,"27"" Vizo TV in Kitchen is INCLUDED. Yes INCLUDED.",2.8,2.8,No,No,Excl Right,Lot 62 Highlands Ranch #118-F. 0.097 AM/L,1858,Out of Metro,0,Out of Metro,0,"Forced Air, Gas",,Public,0.25,4225,9,9,285000,STEPHANIE L IANNONE,HOUSING HELPERS OF BOULDER LLC,285000,0,Individual,AD,BO,Yes,23,39.53378677,-105.0025101
Res,S,297500,LAURENWOOD,Way,80129,DOUG,DHL,3,2,1619,2075,2112,175.42,136.87,"Garage,Attached",2,"Air Cond-Central,Burglar Alarm,Cable Available,Ceiling Fan,Cable Installed,Dbl Pane Wndw,Deck,Disposal,Dishwasher,Formal Dining,Fence,Five Piece Bath,Garage Dr,Great Room,High Spd Access,Humidifier,Mstr Bathroom,Microwave Oven,Master Suite,Newer Carpet,Park Addl Off St,Pool,Quick Poss,Refrigerator,Remodeled,Smoke Alarm,Self-Clean Oven,Sprinkler,Stove/Range/Ovn,Tile Floor,Updated,Wndw Cover,Wood Floors,Walk-In Closets",Partial,493,2,2,Detach Singl Fam,,Two Story,Frame,Concrete Tile,1997,Eldorado                 ,Ranch View               ,Thunderridge             ,DOR1,PDU,"Conventional,Cash",,Fidelity Title,2500,day of closing,none,2.8,2.8,No,No,Excl Right,LOT 233 HIGHLANDS RANCH #121-A. 0.097 AM/L,1867,West,1300,South,9700,"Forced Air, Gas",Public,Public,0.174,4225,13,13,297500,Thomas Tripp,"Tripp & Associates,LLC",284000,0,Individual,t,BO,Yes,17,39.542132,-105.00532
Res,S,299900,TIMBERVALE,Trl,80129,DOUG,DHL,3,4,1680,1680,2144,182.14,182.14,"Garage,Attached",2,"Air Cond-Central,Burglar Alarm,Cable Available,Cable Installed,Dbl Pane Wndw,Deck,Disposal,Dishwasher,Eating Sp/Kit,Fence,Five Piece Bath,Garage Dr,High Spd Access,Humidifier,Kitchen Island,Landscaped Pro,Mstr Bathroom,Microwave Oven,Pool Community,Pet Free,Quick Poss,Refrigerator,Smoke Alarm,Self-Clean Oven,Satellite Ant,Smoke Free,Sprinkler,Stove/Range/Ovn,Sump Pump,Updated,Vaulted Ceiling,Wndw Cover,Wood Floors,Walk-In Closets",Partial,464,4,0,Detach Singl Fam,,Two Story,Frame,Composition,1999,Eldorado                 ,Ranch View               ,Thunderridge             ,DOR1,PDU,"Conventional,FHA,VA,Cash",,Land Title,3000,,Washer and Dryer,2.8,2.8,No,No,Excl Right,LOT 266 HIGHLANDS RANCH 121B 0.093 AM/L,1787,West,1000,South,9800,"Forced Air, Gas",Public,Public,0.09,3920,1,1,299900,J Bogar / S Pilkington,KELLER WILLIAMS DTC,306000,0,Individual,JS,BO,Yes,24,39.538084,-105.002501
Res,S,299000,RIDDLEWOOD,Ln,80129,DOUG,DHL,4,3,1495,2071,2071,204.01,147.27,"Garage,Attached",2,"Air Cond-Central,Ceiling Fan,Cable Installed,Dryer,Disposal,Dishwasher,Fence,Garage Dr,Gas Logs,Microwave Oven,Patio,Refrigerator,Smoke Alarm,Self-Clean Oven,Sprinkler,Stove/Range/Ovn,Sump Pump,Tile Floor,Washer,Wndw Cover,Walk-In Closets,W/W Carpet",,576,3,1,Detach Singl Fam,,Two Story,Frame,Composition,2000,Eldorado                 ,Ranch View               ,Thunderridge             ,DOR1,PDU,"Conventional,FHA,VA,Cash",,Colorado Escrow and Title,2500,Negotiable,NONE,2.8,2,No,No,Excl Right,LOT 577 HIGHLANDS RANCH #121-B. 0.099 AM/L,1845,West,800,South,1100,"Forced Air, Gas",Public,Public,0.174,3920,4,4,299000,MARJE MARVEZ,Cherry Creek Properties LLC,305000,1000,Individual,MM,BO,Yes,21,39.537395,-105.001873
Res,S,295400,SPOTTED OWL,Ave,80129,DOUG,DHL,3,3,1556,1556,2269,192.42,192.42,"Garage,Attached,Oversized",2,"Air Cond-Central,Burglar Alarm,Ceiling Fan,Cook Top,Dbl Pane Wndw,Deck,Dryer,Disposal,Dishwasher,Eating Sp/Kit,Formal Dining,Fence,Garden Area,Garage Dr,Gas Logs,Mstr Bathroom,Microwave Oven,Newer Paint,Park Addl Off St,Patio,Refrigerator,Remodeled,Self-Clean Oven,Smoke Free,Sprinkler,Updated,Vaulted Ceiling,View Mountains,Washer,Wndw Cover,Wood Floors,Walk-In Closets",Full,713,3,1,Detach Singl Fam,,Two Story,Frame,Composition,1996,Saddle Ranch             ,Ranch View               ,Thunderridge             ,DOR1,PDU,"Conventional,FHA,VA,Cash",,First American Title,3000,DOD,Washer/dryer and Refrigerator,2.8,2.8,No,No,Excl Right,LOT 47 HIGHLANDS RANCH # 118-B 0.093 AM/L,1951,West,1350,South,10294,"Forced Air, Gas",,Public,0.09,3920,4,4,295400,JAKE GIENGER,Keller Williams DTC,299400,4000,Individual,WQ,BO,Yes,25,39.532066,-105.006242
Res,S,299900,BUCKNELL,Cir,80129,DOUG,DHL,4,4,1687,2526,2526,173.98,116.19,"Garage,Attached",2,"Air Cond-Central,Burglar Alarm,Ceiling Fan,Cook Top,Dbl Pane Wndw,Deck,Dryer,Disposal,Dishwasher,Eating Sp/Kit,Formal Dining,Fence,Garden Area,Garage Dr,Gas Logs,Mstr Bathroom,Microwave Oven,Newer Paint,Park Addl Off St,Patio,Refrigerator,Remodeled,Self-Clean Oven,Smoke Free,Sprinkler,Updated,Vaulted Ceiling,View Mountains,Washer,Wndw Cover,Wood Floors,Walk-In Closets",Full,839,3,1,Detach Singl Fam,,Two Story,Frame,Composition,1995,Trailblazer              ,Ranch View               ,Thunderridge             ,DOR1,PDU,"Conventional,FHA,VA,Cash",,GUARDIAN TITLE,3000,NEGOTIABLE,SELLERS PERSONAL BELONGINGS,2.8,2.8,No,No,Excl Right,LOT 46 HIGHLANDS RANCH #101-B 0.09 AM/L,1976,Out of Metro,0,Out of Metro,0,"Forced Air, Gas",Public,Public,0.09,3920,7,7,299900,DAVID PERSON,COLDWELL BANKER RESIDENTIAL 18,293500,0,Individual,LE,BO,Yes,23,39.538744,-105.03349
Res,S,282500,BUCKNELL,Dr,80129,DOUG,DHL,2,3,1452,1452,1872,192.84,192.84,"Garage,Attached",2,"Air Cond-Central,Backs to Open Sp,Cable Available,Ceiling Fan,Dbl Pane Wndw,Deck,Disposal,Dishwasher,Eating Sp/Kit,Fence,Garage Dr,Gas Logs,Kitchen Island,Mstr Bathroom,Microwave Oven,Newer Paint,Pet Free,Refrigerator,Smoke Alarm,Self-Clean Oven,Smoke Free,Sprinkler,Stove/Range/Ovn,Sump Pump,Tile Floor,View City,Vaulted Ceiling,View Mountains,W/W Carpet",Partial,420,3,1,Detach Singl Fam,,Tri-Lvl w/Bsmt,Frame,Composition,1994,Trailblazer              ,Ranch View               ,Thunderridge             ,DOR1,PDU,"Conventional,FHA,VA,Cash",,First Integrity,4500,2 days after closing,Washer and dryer and curtains.,2,2,No,No,Excl Right,LOT 13 HIGHLANDS RANCH 101B 0.09 AM/L,1746,West,3000,South,9900,"Forced Air, Gas",,Public,0.09,3920,6,6,282500,SUSAN COHEN,KELLER WILLIAMS REALTY SUCCESS,280000,1350,Individual,SC,BO,Yes,25,39.539828,-105.033406
Res,S,275000,RIDDLEWOOD,Ln,80129,DOUG,DHL,3,3,1479,1479,1914,185.94,185.94,"Garage,Attached",2,"Air Cond-Central,Burglar Alarm,Cable Installed,Dbl Pane Wndw,Dryer,Disposal,Dishwasher,Eating Sp/Kit,Fence,Five Piece Bath,Garage Dr,Gas Logs,Jet Action Tub,Kitchen Island,Mstr Bathroom,Microwave Oven,Master Suite,Newer Carpet,Newer Paint,Patio,Refrigerator,Smoke Alarm,Self-Clean Oven,Satellite Ant,Smoke Free,Sprinkler,Stove/Range/Ovn,Sump Pump,Tile Floor,Vaulted Ceiling,Washer,Wndw Cover,Wood Floors,Walk-In Closets",Partial,435,3,1,Detach Singl Fam,,Tri-Lvl w/Bsmt,Frame,Dimensional Comp,2000,Eldorado                 ,Ranch View               ,Thunderridge             ,DOR1,PDU,"Conventional,FHA,VA,Cash",,Fidelity National Title,3000,,"Seller Personal Property, curtains/drapes in master bedroom, TV in master bathroom",2.5,2.5,No,No,Excl Right,LOT 531 HIGHLANDS RANCH #121-B. 0.093 AM/L,1844,West,1200,South,9900,"Forced Air, Gas",Public,Public,0.09,3920,1,1,275000,William Rittner,"RITTNER REALTY, INC",275000,3000,Individual,MR,BO,Yes,25,39.53736,-105.00284
Res,S,265000,HYACINTH,Pl,80129,DOUG,DHL,3,4,1387,1773,1807,196.47,153.69,Garage,2,"Air Cond-Central,Buyer's Warranty,Cable Available,Ceiling Fan,Cable Installed,Dbl Pane Wndw,Deck,Dog Run,Disposal,Dishwasher,Eating Sp/Kit,Fence,Fireplace Insert,Garage Dr,High Spd Access,Humidifier,Kitchen Island,Landscaped Pro,Mstr Bathroom,Microwave Oven,Newer Paint,Smoke Alarm,Self-Clean Oven,Skylights,Sprinkler,Stove/Range/Ovn,Tile Floor,Vaulted Ceiling,Wndw Cover,Walk-In Closets",Partial,420,3,1,Detach Singl Fam,,Tri-Lvl w/Bsmt,Frame/Brick,Composition,1995,Coyote Creek             ,Ranch View               ,Thunderridge             ,DOR1,PDU,"Conventional,FHA,VA,Cash",,LAND TITLE,2500,UPON DELIVERY OF DEED,"W/DREFRIGERATOR IN KITCHEN & BASEMENT, GARAGE LIGHTS, WORKBENCH, FABRIC DRAPES",2.8,2.8,No,No,Excl Right,LOT 226 HIGHLANDS RANCH 110G 0.093 AM/L,1620,West,2400,South,10700,"Forced Air, Gas",Public,Public,0.09,3920,7,7,265000,LAUREN KRIEGER,KELLER WILLIAMS DTC,272500,4500,Individual,MW,BO,Yes,25,39.527587,-105.018096
