Property Type,Status,Street Name,Street Type,County,Area,Car Storage,Description,Bsmt Size,Type,Near By,Style,Construction,Roofing,Elementary,Junior High,Senior High,School District,Zoned,Terms,Addl Terms,Earnest Ck To,Possession,Exclusions,Var Comm,LTD Srvc,Exclusive Agency,Legal,EW Direction,NS Direction,Heat,Sewer,Water,Name,Listing Office,Seller Type,Entered By,Entered Where,Internet Ads,Photo Count,Latitude,Longitude,Baths,Beds,SqFt,Fin SqFt,Total SqFt,PSF,PSF Fin,Zip,Spaces,Bsmt SqFt,Upper Beds,Fireplaces,Year Built,Min Earnest,Buyers Agency,Trans Br,Taxes,EW#,Acres,Lot Size,Curr DOM,Total DOM,NS#,Concession Amt,Curr List Price
Res,S,DOVER,St,JEFF,JSC,"Carport,Off Street","Agent Owner,Cable Available,Ceiling Fan,No Covenants,Covered Patio,Cook Top,Disposal,Dishwasher,Eating Sp/Kit,Formal Dining,Fence,Garden Area,Garage Dr,High Spd Access,Mstr Bathroom,Microwave Oven,Media Room,Master Suite,Newer Carpet,Newer Paint,Park Addl Off St,Patio,Quick Poss,Refrigerator,Remodeled,Smoke Alarm,Self-Clean Oven,Smoke Free,Stove/Range/Ovn,Tile Floor,Updated,Wood Floors,Walk-In Closets,W/W Carpet",Full,Detach Singl Fam,,Ranch/1 Story,Brick,Composition,South Lakewood           ,Creighton                ,Lakewood                 ,JER1,2-R,"Conventional,FHA,VA,Cash",,Land Title,Delivery of Deed,None,No,No,Excl Right,MEADOWLARK HILLS BLK: 010 LOT: 0004,Out of Metro,Out of Metro,"Forced Air, Gas",Public,Public,CHRIS MONROE,"YOUR CASTLE REAL ESTATE, INC",Individual,cm,BO,Yes,17,39.722659,-105.093432,3,6,1456,2766,2912,180.63,95.08,80226,1,1456,,1,1954,2500,2.8,2.8,1735,0,0.22,9533,14,14,0,8000,260000
Res,S,LEWIS,St,JEFF,JSC,"Garage,Attached","Covered Patio,Dryer,Disposal,Dishwasher,Evap Cooler,Eating Sp/Kit,Fence,Garage Dr,Newer Carpet,Newer Paint,Quick Poss,Refrigerator,Remodeled,Smoke Alarm,Smoke Free,Sprinkler,Stove/Range/Ovn,Updated,Washer,Wndw Cover,Wood Floors",Full,Detach Singl Fam,,Ranch/1 Story,Brick,Composition,Belmar                   ,Creighton                ,Lakewood                 ,JER1,2-R,"Conventional,FHA,VA,Cash",,Nostalgic Homes LLC,Upon Delivery Of Deed,None,No,No,Excl Right,SUN VALLEY WEST FLG # 7 BLK: 002 LOT: 0006,West,South,"Forced Air, Gas",Public,Public,JEAN & RICK OLIPHANT,NOSTALGIC HOMES,Individual,ro,BO,Yes,25,39.699731,-105.112964,2,3,1045,1821,2057,256.46,147.17,80226,2,1012,,0,1976,4000,2.8,2.8,1593,10100,,10384,1,1,931,0,265000
Res,S,ROUTT,Way,JEFF,JSC,"Garage,Attached,Off Street,Oversized","Ceiling Fan,Disposal,Dishwasher,Evap Cooler,Eating Sp/Kit,Formal Dining,Fence,Garage Dr,Great Room,Hot Tub,Humidifier,Landscaped Pro,Microwave Oven,Newer Carpet,Patio,Quick Poss,Refrigerator,Remodeled,Smoke Alarm,Self-Clean Oven,Satellite Ant,Sprinkler,Sun Room,Stove/Range/Ovn,Sump Pump,Updated,Wndw Cover,Wood Floors",Full,Detach Singl Fam,,Ranch/1 Story,Brick,Composition,Glennon Heights          ,Creighton                ,Lakewood                 ,JER1,2-R,"Conventional,FHA,VA,Cash",FABULOUS HM & YD,"REMAX 100, INC.",8 A.M. ON 3RD DAYAFTERDOD*NEED48HR RESPONSETIME NOEXCEPTIONS,PERSONAL PROPERTY,Yes,No,Excl Right,BRIARWOOD HILLS 1ST FLG BLK: 002 LOT: 0026,West,South,"Forced Air, Gas",Public,Public,Nancy Kunz,"RE/MAX 100, INC.",Individual,NK,BO,Yes,25,39.70335,-105.127159,2,3,1176,2112,2112,225.26,125.43,80226,2,936,,,1961,6000,2.8,2.8,1356,11500,0.21,9318,4,4,700,4800,264900
Res,S,KENTUCKY,Ave,JEFF,JSC,Garage,"Attic Fan,Backs to Greenbt,Covered Patio,Dbl Pane Wndw,Disposal,Dishwasher,Eating Sp/Kit,Formal Dining,Fence,Garden Area,Garage Dr,Kitchen Island,Mstr Bathroom,Microwave Oven,Newer Carpet,Newer Paint,Quick Poss,Remodeled,Smoke Alarm,Self-Clean Oven,Smoke Free,Sprinkler,Stove/Range/Ovn,Tile Floor,Updated,Wood Floors",Full,Detach Singl Fam,,Ranch/1 Story,Frame/Brick,Composition,Belmar                   ,Creighton                ,Lakewood                 ,JER1,2-R,"Conventional,FHA,VA,Cash",,Fidelity National title,upon funding and delivery of deed,personal items and staging items,No,No,Excl Right,SUN VALLEY ESTATES BLK: 001 LOT: 0008,West,South,"Forced Air, Gas",Public,Public,Tamlyn Grant,"YOUR CASTLE REAL ESTATE, INC",Corp/Trust,TG,BO,Yes,20,39.700254,-105.102456,3,4,1375,2500,2750,196.36,108,80226,1,1375,,0,1965,3000,2.8,2.8,965,9395,0.21,9178,2,2,945,2500,270000
Res,S,4TH,Ave,JEFF,JSC,Garage,"Attic Fan,Ceiling Fan,Disposal,Formal Dining,Fence,Garage Dr,Mstr Bathroom,Master Suite,Newer Paint,Patio,Quick Poss,Sprinkler,Stove/Range/Ovn,Wood Floors",None,Detach Singl Fam,,Ranch/1 Story,Frame,Composition,South Lakewood           ,Creighton                ,Lakewood                 ,JER1,2-R,"Conventional,FHA,VA,Cash",,Heritage Title,DOD,None,No,No,Excl Right,MEADOWLARK HILLS BLK: 005 LOT: 0018,West,North,"Forced Air, Gas",,,Christopher Rediger,Elite Home Colorado,Individual,CR,BO,Yes,14,39.721861,-105.099642,2,3,1476,1476,1476,152.44,152.44,80226,1,,,,1955,2500,2.8,2.8,1371,9000,,8572,1,1,400,3000,249000
Res,S,SWADLEY,St,JEFF,JSC,"Garage,Attached",,Full,Detach Singl Fam,,Ranch/1 Story,,,Green Mountain           ,Dunstan                  ,Green Mountain           ,JER1,2-R,"Conventional,FHA,VA,Cash",,HERITAGE TITLE,,"WASHER, DRYER",Yes,No,Excl Right,GREEN MOUNTAIN VILLAGE FLG # 2 BLK: 010 LOT: 0022,West,South,"Forced Air, Gas",Public,Public,Jamie Mohr-Sullivan,COLDWELL BANKER RESIDENTIAL 54,Individual,ps,BO,Yes,,39.703829,-105.129778,3,5,1371,2520,2568,212.25,115.48,80228,2,1197,,,1961,5000,2.8,2.8,1558,12000,,8345,0,0,300,6000,291000
Res,S,AMMONS,Cir,JEFF,JSC,"Garage,Detached","Air Cond-Central,Ceiling Fan,Cable Installed,Covered Patio,Dbl Pane Wndw,Dryer,Disposal,Dishwasher,Eating Sp/Kit,Formal Dining,Fence,Newer Paint,Park Addl Off St,Patio,Refrigerator,Smoke Alarm,Self-Clean Oven,Smoke Free,Sprinkler,Stove/Range/Ovn,Washer,Wndw Cover,Wood Floors",Full,Detach Singl Fam,,Ranch/1 Story,Brick,Composition,Patterson                ,O'Connell                ,Alameda                  ,JER1,1-R,"Conventional,FHA,VA,Cash",,"Chicago Title of Colorado, Inc.",5 days after closing.,NONE,No,No,Excl Right,ESTATES AT BELMAR PARK FLG 2 BLK: 001 LOT: 0004,West,South,"Forced Air, Gas",Public,Public,DEBRA SENTI FORBES,LEGACY & ASSOC. INC,Individual,KF,BO,Yes,25,39.69679642,-105.0870667,2,3,1321,1981,2642,185.39,123.62,80226,2,1321,,2,1953,3500,2.8,2.8,1539,8100,0.32,13858,6,6,1100,3100,244900
Res,S,ALAMEDA,Pl,JEFF,JSC,"Garage,Off Street","Air Cond-Central,Agent Owner,Cable Installed,Dbl Pane Wndw,Dryer,Disposal,Dishwasher,Garage Dr,Microwave Oven,Park Addl Off St,Patio,Refrigerator,Remodeled,Smoke Alarm,Sprinkler,Stove/Range/Ovn,Utility Shed,Washer,Wood Floors,W/W Carpet",Full,Detach Singl Fam,,Ranch/1 Story,Frame/Brick,Composition,Belmar                   ,Creighton                ,Lakewood                 ,JER1,2-R,"Conventional,FHA,VA,Cash",,US Title,Upon closing,None,No,No,Excl Agency,ALAMEDA HOMES 3RD FLG BLK: 002 LOT: 0004 BLK: 002,West,South,"Forced Air, Gas",Public,Public,JESS CARSON,INTEGRITY TRANSITIONS REAL EST,Individual,JC,BO,Yes,17,39.709854,-105.104586,2,4,907,1814,1814,247.88,123.94,80226,3,907,,,1972,2000,2.8,2.8,1384,9300,0.2,9035,83,83,300,0,219900
Res,S,DOVER,St,JEFF,JSC,Garage,"Air Cond-Central,Burglar Alarm,Cable Available,Ceiling Fan,Corner,No Covenants,Covered Patio,Cook Top,Dbl Pane Wndw,Dryer,Disposal,Dishwasher,Eating Sp/Kit,Fence,Hot Tub,Mstr Bathroom,Refrigerator,Remodeled,Self-Clean Oven,Utility Shed,Washer,Wndw Cover,Wood Floors",Full,Detach Singl Fam,,Ranch/1 Story,Brick,Composition,South Lakewood           ,Creighton                ,Lakewood                 ,JER1,2-R,"Conventional,Cash",,REMAX Alliance,closing,pots and fountain in front yard,No,No,Excl Right,MEADOWLARK HILLS BLK: 019 LOT: 0001,West,North,"Forced Air, Gas",Public,Public,KEVIN BYRNE,RE/MAX ALLIANCE,Individual,ap,BO,Yes,25,39.720364,-105.094075,3,5,1292,2519,2584,267.03,136.96,80226,3,1292,,1,1958,5000,3,3,1859,8600,0.24,10459,10,10,100,0,355000
Res,S,DOVER,St,JEFF,JSC,"Garage,Detached,Oversized","Air Cond-Central,Cable Available,No Covenants,Dbl Pane Wndw,Disposal,Dishwasher,Eating Sp/Kit,Formal Dining,Fence,Great Room,Microwave Oven,Newer Carpet,Newer Paint,Patio,Quick Poss,Refrigerator,Remodeled,Smoke Alarm,Self-Clean Oven,Sprinkler,Stove/Range/Ovn,Tile Floor,Updated,Wood Floors,Walk-In Closets,W/W Carpet",Full,Detach Singl Fam,,Ranch/1 Story,Brick,Composition,South Lakewood           ,Creighton                ,Lakewood                 ,JER1,2-R,"Conventional,FHA,VA,Cash",,American Title Services,DOD,none,Yes,No,Excl Right,MEADOWLARK HILLS BLK: 009 LOT: 0027,West,North,"Forced Air, Gas",Public,Public,KATHERINE EIDE,MB BIG SKY REALTY LLC,Corp/Trust,KE,BO,Yes,25,39.7249,-105.093473,2,4,1159,2202,2318,235.46,123.93,80226,1,1159,,,1954,2500,2.8,2.8,1438,8300,0.2,8943,23,23,575,6248,274950
Res,S,5TH,Ave,JEFF,JSC,Off Street,"Air Cond-Central,Cable Available,Ceiling Fan,No Covenants,Covered Patio,Dryer,Disposal,Dishwasher,Eating Sp/Kit,Formal Dining,Fence,Landscaped Pro,Microwave Oven,Newer Paint,Patio,Refrigerator,RV Parking,Smoke Alarm,Skylights,Stove/Range/Ovn,Tile Floor,Updated,Washer,Wndw Cover,Wood Floors",Full,Detach Singl Fam,,Ranch/1 Story,Brick,Composition,South Lakewood           ,Creighton                ,Lakewood                 ,JER1,2-R,"Conventional,FHA,VA,Cash",,FIDELITY NATIONAL TITLE,NEGOTIABLE,NONE,No,No,Excl Right,MEADOWLARK HILLS BLK: 004 LOT: 0011,West,North,"Forced Air, Gas",Public,Public,JAY HILLMAN,MB PREMIERE PROPERTIES,Individual,JH,BO,Yes,15,39.722997,-105.099385,2,4,1159,2100,2318,202.33,111.67,80226,3,1159,,,1953,3000,2.8,2.8,1402,9200,,8868,2,2,500,3000,234900
Res,S,MEADOWLARK,Dr,JEFF,JSC,"Garage,Attached","Air Cond-Central,Cable Available,Ceiling Fan,Corner,Cook Top,Deck,Dryer,Disposal,Dishwasher,Eating Sp/Kit,Formal Dining,Fence,Garden Area,Garage Dr,Microwave Oven,Newer Paint,Patio,Quick Poss,Refrigerator,Remodeled,Smoke Alarm,Self-Clean Oven,Smoke Free,Sprinkler,Stove/Range/Ovn,Washer,Wndw Cover,Wood Floors",Full,Detach Singl Fam,,Ranch/1 Story,Brick,Composition,South Lakewood           ,Creighton                ,Lakewood                 ,JER1,2-R,"Conventional,FHA,VA,Cash",Virtual Tour,"JOE BILICKI REALTY, INC.",DAY OF DELIVERY OF FUNDING,NONE,Yes,No,Excl Right,MEADOWLARK HILLS BLK: 011 LOT: 0023,West,North,"Forced Air, Gas",Public,Public,Joe Bilicki,JOE BILICKI REALTY INC,Estate,B,BO,Yes,25,39.721585,-105.093317,3,3,1392,1851,2784,237.07,178.28,80226,2,1392,,2,1960,3500,2.8,2.8,2080,8655,0.58,25141,21,21,300,0,323000
Res,S,KENTUCKY,Ave,JEFF,JSC,"Garage,Attached","Air Cond-Central,Attic Fan,Ceiling Fan,Cable Installed,Dbl Pane Wndw,Disposal,Dishwasher,Eating Sp/Kit,Formal Dining,Fence,Garage Dr,Gas Logs,Microwave Oven,Park Addl Off St,Pet Free,Patio,Refrigerator,RV Parking,Smoke Alarm,Self-Clean Oven,Smoke Free,Sprinkler,Stove/Range/Ovn,Updated,Utility Shed,Wndw Cover,Wood Floors",Partial,Detach Singl Fam,,Ranch/1 Story,Brick,Dimensional Comp,Belmar                   ,Creighton                ,Lakewood                 ,JER1,R1,"Conventional,FHA,VA,Cash",,RE/MAX 100 INC.,4 DADOD,Washer & Dryer,Yes,No,Excl Right,SUN VALLEY ESTATES BLK: 006 LOT: 0009,West,South,"Forced Air, Gas",Public,Public,Dave Livingston,"RE/MAX 100, INC.",Individual,kg,BO,Yes,20,39.699547,-105.105925,2,3,965,1500,1675,248.7,160,80226,2,710,,1,1965,2500,2.8,2.8,1438,9635,0.22,9607,4,4,900,1000,239500
Res,S,4TH,Ave,JEFF,JSC,Off Street,"Agent Owner,Cook Top,Dbl Pane Wndw,Dryer,Disposal,Dishwasher,Eating Sp/Kit,Formal Dining,Fence,Mstr Bathroom,Newer Paint,Quick Poss,Refrigerator,Utility Shed,Washer,Wood Floors",Full,Detach Singl Fam,,Ranch/1 Story,Brick,Dimensional Comp,South Lakewood           ,Creighton                ,Lakewood                 ,JER1,2-R,"Conventional,FHA,VA,Cash",,Land Title,Immediate,None,No,No,Excl Right,MEADOWLARK HILLS BLK: 005 LOT: 0023,West,North,"Forced Air, Gas",,,David C Gardner,"GARDNER, DAVID C",Estate,dg,BO,Yes,25,39.72186279,-105.09832,2,5,1456,2271,2912,168.96,108.32,80226,,1456,,,1955,3000,2.8,2.8,1536,9035,,8730,15,15,400,0,265000
Res,S,QUAIL,St,JEFF,JSC,"Garage,Attached,Detached,Oversized","Agent Owner,Ceiling Fan,Cable Installed,Corner,No Covenants,Covered Patio,Dbl Pane Wndw,Deck,Disposal,Dishwasher,Evap Cooler,Eating Sp/Kit,Formal Dining,Fence,Garden Area,Garage Dr,High Spd Access,Mstr Bathroom,Microwave Oven,Master Suite,Newer Carpet,Newer Paint,Park Addl Off St,Pet Free,Quick Poss,Remodeled,Smoke Alarm,Self-Clean Oven,Smoke Free,Sprinkler,Tile Floor,Utility Shed,Vaulted Ceiling,Wndw Cover",Full,Detach Singl Fam,,Ranch/1 Story,Brick,Composition,Glennon Heights          ,Creighton                ,Lakewood                 ,JER1,S-2-R,"Conventional,FHA,VA,Cash",,Guardian Title,Upon Funding,"Freezer, Washer, Dryer",No,No,Excl Right,GLENNON HEIGHTS BLK: 09A LOT: 0007,West,South,"Forced Air, Gas",Public,Public,CHRISTINA CHARBONNEAU,COLDWELL BANKER RESIDENTIAL 54,Individual,SN,BO,Yes,25,39.705852,-105.124061,2,3,1251,2502,2502,268.59,134.29,80226,6,1251,,2,1950,3500,2.8,2.8,2059,10500,0.43,18848,2,2,555,0,335000
Res,S,SWADLEY,St,JEFF,JSC,"Garage,Attached","Burglar Alarm,Buyer's Warranty,Ceiling Fan,Covered Patio,Dbl Pane Wndw,Disposal,Dishwasher,Evap Cooler,Eating Sp/Kit,Formal Dining,Fence,Garage Dr,Gas Logs,Landscaped Pro,Mstr Bathroom,Newer Paint,Patio,Quick Poss,Refrigerator,Remodeled,Smoke Alarm,Self-Clean Oven,Smoke Free,Sprinkler,Tile Floor,Updated,Wood Floors,W/W Carpet",Full,Detach Singl Fam,,Ranch/1 Story,Brick,Composition,Green Mountain           ,Dunstan                  ,Green Mountain           ,JER1,2-R,"Conventional,FHA,VA,Cash",,GUARDIAN TITLE,4 DAYS AFTER CLOSING,"WASHER, DRYER",No,No,Excl Right,GREEN MOUNTAIN VILLAGE FLG # 2 BLK: 010 LOT: 0030,West,South,"Forced Air, Gas",Public,Public,GIFFORD DUDLEY,COLDWELL BANKER RESIDENTIAL 26,Individual,DB,BO,Yes,21,39.702002,-105.129771,3,3,1154,2308,1154,225.3,112.65,80228,1,,,1,1961,4000,2.8,2.8,1615,12000,0.2,8952,10,10,849,2875,260000
Res,S,4TH,Pl,JEFF,JSC,"Garage,Attached",,None,Detach Singl Fam,,Ranch/1 Story,Brick,,South Lakewood           ,Creighton                ,Lakewood                 ,JER1,2-R,"Conventional,FHA,VA,Cash",,Fidelity Title,3 Days After DOD,n/a,No,No,Excl Agency,MEADOWLARK HILLS BLK: 005 LOT: 0014,West,South,Gas,,,BETH DAVIS,VILLA REALTY,Individual,bd,BO,Yes,20,39.722188,-105.09938,2,3,1053,1053,1053,231.72,231.72,80226,,,3,,1954,3000,2.8,2.8,1235,9200,0.2,8909,1,1,400,0,249900
Res,S,GARRISON,St,JEFF,JSC,"Garage,Detached","Buyer's Warranty,Cable Available,Ceiling Fan,Cable Installed,No Covenants,Cook Top,Disposal,Dishwasher,Evap Cooler,Eating Sp/Kit,Formal Dining,Fence,Fireplace Insert,Garden Area,Garage Dr,Mstr Bathroom,Mother Apt,Newer Paint,Patio,Quick Poss,Refrigerator,Remodeled,Smoke Alarm,Self-Clean Oven,Smoke Free,Stove/Range/Ovn,Updated,Utility Shed,Wet Bar,Wood Floors,W/W Carpet",Full,Detach Singl Fam,,Ranch/1 Story,Frame/Brick,Composition,South Lakewood           ,Creighton                ,Lakewood                 ,JER1,2-R,"Conventional,FHA,VA,Cash",,Guardian Title,at close and fund,Sellers personal belongings,Yes,No,Excl Right,MEADOWLARK HILLS BLK: 003 LOT: 0010,West,North,"Forced Air, Gas",Public,Public,LORI FONTYN,COLDWELL BANKER RESIDENTIAL 56,Individual,lf,BO,Yes,23,39.723795,-105.099955,4,5,1456,2912,2912,214.63,107.31,80226,4,1456,,2,1958,2500,2.8,2.8,1892,0,0.27,12008,0,0,0,3000,312500
Res,S,VIRGINIA,Dr,JEFF,JSC,"Garage,Attached","Air Cond-Central,Disposal,Dishwasher,Formal Dining,Fence,Newer Carpet,Newer Paint,Refrigerator,Remodeled,Stove/Range/Ovn,Tile Floor,Wood Floors,W/W Carpet",Full,Detach Singl Fam,,Ranch/1 Story,Brick,Composition,Green Mountain           ,Dunstan                  ,Green Mountain           ,JER1,2-R,"Conventional,FHA,Cash",,Certified to Keller Williams Realty Success,At closing,None,Yes,No,Excl Right,GREEN MOUNTAIN VILLAGE FLG # 4 BLK: 036 LOT: 0007,West,South,"Forced Air, Gas",Public,Public,STEVEN SIDES,KELLER WILLIAMS REALTY SUCCESS,Individual,ss,BO,Yes,25,39.705328,-105.131765,2,3,997,1900,1994,268.3,140.79,80228,1,997,,0,1961,5000,2.8,2.8,1436,12008,0.2,9766,80,80,600,1000,269900
Res,S,SWADLEY,St,JEFF,JSC,"Garage,Attached,Off Street,Oversized","Covered Patio,Dbl Pane Wndw,Dryer,Disposal,Dishwasher,Evap Cooler,Eating Sp/Kit,Formal Dining,Fence,Garden Area,Garage Dr,Great Room,Kitchen Island,Microwave Oven,Newer Carpet,Newer Paint,Park Addl Off St,Patio,Refrigerator,RV Parking,Smoke Alarm,Self-Clean Oven,Sprinkler,Stove/Range/Ovn,Updated,Utility Shed,Washer,Wndw Cover,Wood Floors,Work Shop,W/W Carpet",Full,Detach Singl Fam,,Ranch/1 Story,Frame/Brick,Composition,Green Mountain           ,Dunstan                  ,Green Mountain           ,JER1,2-R,"Conventional,FHA,VA,Cash",,HERITAGE TITLE,NEGOTIABLE,DINING ROOM VALENCE*LIVING ROOM CURTAINS*FRIDGE IN GARAGE*WORKBENCH ON EAST WALL GARAG,No,No,Excl Right,GREEN MOUNTAIN VILLAGE FLG # 2 BLK: 007 LOT: 0003,West,South,"Forced Air, Gas",Public,Public,JEREMY KENDALL,MB REYNEBEAU & CO,Individual,jk,BO,Yes,15,39.700739,-105.129199,2,3,998,1980,1996,265.53,133.84,80228,3,998,,,1962,4000,2.8,2.8,1723,1200,0.32,13893,5,5,928,3326,257000
Res,S,AMMONS,St,JEFF,JSC,"Garage,Attached","Air Cond-Central,Ceiling Fan,Cable Installed,Covered Patio,Dishwasher,Fence,Garden Area,Garage Dr,Gas Logs,Newer Paint,Park Addl Off St,Patio,Refrigerator,Remodeled,RV Parking,Smoke Free,Sprinkler,Sump Pump,Updated,Utility Shed,Wood Floors",Full,Detach Singl Fam,Horse Property,Ranch/1 Story,Brick,Composition,South Lakewood           ,Creighton                ,Lakewood                 ,JER1,RES,"Conventional,FHA,VA,Cash",,RE/MAX PROFESSIONALS,3 DAYS AFTER DELIVERY OF DEED,WASHER & DRYER,No,No,Excl Right,WEST ALAMEDA HEIGHTS BLK: 004 LOT: 0006,West,South,"Forced Air, Gas",Public,Public,KEITH GREBE,RE/MAX PROFESSIONALS,Individual,KC,BO,Yes,18,39.716753,-105.087011,2,4,1233,2200,2466,258.31,144.77,80226,2,1233,2,2,1950,3000,2.8,2.8,1650,8100,0.32,13822,2,2,20,0,329000
Res,S,FIELD,St,JEFF,JSC,Garage,"Air Cond-Central,No Covenants,Dbl Pane Wndw,Dishwasher,Formal Dining,Fence,Newer Carpet,Newer Paint,Refrigerator,Remodeled,Smoke Free,Sprinkler,Stove/Range/Ovn,Wndw Cover,W/W Carpet",Full,Detach Singl Fam,,Ranch/1 Story,Brick,Composition,South Lakewood           ,Creighton                ,Lakewood                 ,JER1,2-R,"Conventional,FHA,VA,Cash",,LAND TITLE,DOD,NONE POOL TABLE IS INCLUDED,No,No,Excl Right,MORE BLK: 001 LOT: 0010,West,South,"Forced Air, Gas",Public,Public,MELISSA EPPICH,MB FREEDOM REALTY,Individual,ME,BO,Yes,11,39.716304,-105.097643,2,4,1120,2128,2240,222.23,116.96,80226,1,1120,3,,1955,2000,2.8,2.8,1535,1800,,9289,3,3,100,0,248900
Res,S,KENTUCKY,Pl,JEFF,JSC,Garage,"Cable Available,Cable Installed,Disposal,Dishwasher,Evap Cooler,Eating Sp/Kit,Fence,Garden Area,Garage Dr,Kitchen Island,Microwave Oven,Media Room,Newer Carpet,Newer Paint,Refrigerator,Remodeled,Smoke Alarm,Smoke Free,Sprinkler,Stove/Range/Ovn,Tile Floor,Updated,Utility Shed,Wood Floors",Full,Detach Singl Fam,,Ranch/1 Story,Brick,Composition,Belmar                   ,Creighton                ,Lakewood                 ,JER1,2-R,"Conventional,FHA,VA,Cash",,Equity Title,DOD,None,No,Yes,Excl Right,SUN VALLEY ESTATES BLK: 005 LOT: 0014,West,South,"Forced Air, Gas",Public,Public,Schaunon S Winter,BROKER DIRECT OF COLORADO,Individual,sg,BO,Yes,15,39.69933,-105.104834,2,3,1049,2025,2025,262.06,135.75,80226,2,976,,1,1965,2000,2.8,2.8,1533,9500,0.21,9250,9,9,1100,0,274900
Res,S,KLINE,Way,JEFF,JSC,"Garage,Attached","Air Cond-Central,Ceiling Fan,Covered Patio,Dbl Pane Wndw,Dryer,Disposal,Dishwasher,Formal Dining,Fence,Garden Area,Garage Dr,Mstr Bathroom,Pet Free,Quick Poss,Refrigerator,Self-Clean Oven,Smoke Free,Sprinkler,Stove/Range/Ovn,Tile Floor,Utility Shed,Washer,W/W Carpet",Partial,Detach Singl Fam,,Ranch/1 Story,Brick,Composition,Glennon Heights          ,Creighton                ,Lakewood                 ,JER1,2-R,"Conventional,FHA,VA,Cash",,Remax Professionals,72 hours after delivery of deed,None,No,No,Excl Right,SUN VALLEY WEST BLK: 001 LOT: 0011,West,South,"Forced Air, Gas",Public,Public,ANNIE SCHNEIDER,RE/MAX PROFESSIONALS,Individual,KW,BO,Yes,25,39.701517,-105.110296,3,4,1484,1946,2408,183.29,139.77,80226,2,924,,1,1967,3500,2.8,2.8,1549,10200,0.29,12955,21,21,830,3047,275000
Res,S,UNION,Blvd,JEFF,JSC,"Garage,Attached,Oversized","Air Cond-Central,Ceiling Fan,No Covenants,Cook Top,Dbl Pane Wndw,Deck,Dryer,Disposal,Dishwasher,Eating Sp/Kit,Formal Dining,Fence,Humidifier,Mstr Bathroom,Microwave Oven,Newer Paint,Patio,Refrigerator,Remodeled,RV Parking,Sun Room,Stove/Range/Ovn,Tile Floor,Updated,Washer,Wndw Cover,Wood Floors",Full,Detach Singl Fam,,Ranch/1 Story,Frame/Brick,Composition,Green Mountain           ,Dunstan                  ,Green Mountain           ,JER1,2-R,"Conventional,FHA,Cash",PRE-APPROVAL W/OFFER,HOMESTEAD TITLE,3 DAYS FOLLOWING CLOSING,PERSONAL PROPERTY NOT INCLUDED IN THE PURCHASE CONTRACT,Yes,No,Excl Right,GREEN MOUNTAIN VILLAGE FLG # 2 BLK: 014 LOT: 0002,West,South,"Forced Air, Gas",Public,Public,TOM EVON,MB TOM EVON REALTY,Individual,TE,BO,Yes,25,39.707847,-105.13115,3,5,1387,2404,2584,191.06,110.23,80228,2,1197,,1,1961,5000,2.8,2.8,1774,14000,0.26,11455,6,6,472,0,268500
Res,S,QUEEN,Way,JEFF,JSC,"Garage,Detached,Off Street","Agent Owner,Ceiling Fan,Covered Patio,Dbl Pane Wndw,Deck,Dishwasher,Evap Cooler,Formal Dining,Fence,Garage Dr,Microwave Oven,Newer Carpet,Newer Paint,Park Addl Off St,Pet Free,Patio,Quick Poss,Refrigerator,Remodeled,RV Parking,Smoke Alarm,Self-Clean Oven,Smoke Free,Sun Room,Stove/Range/Ovn,Updated,Wood Floors",Full,Detach Singl Fam,,Ranch/1 Story,Brick,Composition,Glennon Heights          ,Creighton                ,Lakewood                 ,JER1,2-R,"Conventional,FHA,VA,Cash",Broker/owner,First Integrity Title,Quick,Staging items,No,No,Excl Right,BRIARWOOD HILLS 2ND FLG BLK: 004 LOT: 0004,West,South,"Forced Air, Gas",Public,Public,Maree Whisenand,BROKERS GUILD CLASSIC,Individual,MW,BO,Yes,19,39.702451,-105.125781,2,4,1488,2361,2424,167.34,105.46,80226,2,936,,1,1961,1500,2.8,2.8,1527,15700,,8771,37,37,700,1500,249000
Res,S,GARRISON,St,JEFF,JSC,"Garage,Attached","Air Cond-Central,Ceiling Fan,Cable Installed,Corner,No Covenants,Dbl Pane Wndw,Dryer,Disposal,Dishwasher,Eating Sp/Kit,Fence,Garden Area,High Spd Access,Patio,Refrigerator,RV Parking,Smoke Alarm,Self-Clean Oven,Smoke Free,Stove/Range/Ovn,Updated,Utility Shed,Washer,Wet Bar,Wndw Cover,Wood Floors,W/W Carpet",Partial,Detach Singl Fam,,Ranch/1 Story,Frame/Brick,Composition,South Lakewood           ,Creighton                ,Lakewood                 ,JER1,2-R,"Conventional,FHA,VA,Cash",,LAND TITLE,BY MUTUAL AGREEMENT OF BUYER AND SELLER,NONE,No,No,Excl Right,MEADOWLARK HILLS BLK: 002 LOT: 0013,West,North,"Forced Air, Gas",Public,Public,Timothy Reuss,COLORADO HOME REALTY,Individual,TR,BO,Yes,25,39.72426987,-105.0999603,2,4,1288,2297,2297,192.55,107.97,80226,2,1009,,1,1976,2000,2.8,2.8,1708,9100,,12236,11,11,520,6500,250000
